Measure Mode: wall_time
Thread ID: 47046120247500
Fiber ID: 47046130648440
Total: 93.356253
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.05      1.416     0.043     0.000     1.373    14091   ActiveRecord::Associations::Association#set_inverse_instance
  0.05      0.043     0.043     0.000     0.000    24956   <Class::ActiveRecord::Base>#default_connection_handler
  0.05      1.077     0.043     0.000     1.034     9248  *Enumerable#flat_map
  0.05     13.178     0.043     0.000    13.135     3180   ActiveRecord::Persistence::ClassMethods#_insert_record
  0.05      0.535     0.043     0.000     0.492    19757   ActiveRecord::Reflection::ThroughReflection#source_reflection
  0.05      0.043     0.043     0.000     0.000     7566   Array#join
  0.05      1.532     0.043     0.000     1.489     4710   ActiveRecord::Persistence::ClassMethods#instantiate
  0.05      0.333     0.043     0.000     0.291    19774   Arel::Collectors::Composite#add_bind
  0.05     12.928     0.043     0.000    12.885     3180   ActiveRecord::Associations::HasManyThroughAssociation#build_through_record
  0.05      0.042     0.042     0.000     0.000     6785   Kernel#proc
  0.05      0.660     0.042     0.000     0.618    19803   ActiveRecord::Relation::QueryAttribute#value_for_database
  0.04      0.328     0.042     0.000     0.286    13424   ActiveModel::LazyAttributeHash#assign_default_value
  0.04      0.276     0.042     0.000     0.234    49710  *ActiveRecord::ModelSchema::ClassMethods#inheritance_column
  0.04      0.075     0.042     0.000     0.034    11472   Hash#select
  0.04      0.131     0.042     0.000     0.089    20230   ActiveRecord::QueryMethods#lock_value
  0.04      0.141     0.042     0.000     0.099    22266   ActiveRecord::QueryMethods#create_with_value
  0.04      1.624     0.042     0.000     1.583     5568   ActiveRecord::Relation::WhereClauseFactory#build
  0.04      0.150     0.041     0.000     0.108    21047   Arel::Nodes::BindParam#initialize
  0.04      0.041     0.041     0.000     0.000    34413   <Class::Termlist>#_reflections
  0.04     41.020     0.041     0.000    40.979     6523  *ActiveRecord::Associations::CollectionAssociation#replace_on_target
  0.04      0.084     0.040     0.000     0.044    21331   Arel::Visitors::ToSql#quote_column_name
  0.04      0.040     0.040     0.000     0.000    22568   String#+
  0.04      0.084     0.040     0.000     0.043    15280   Arel::Visitors::ToSql#quote_table_name
  0.04      0.040     0.040     0.000     0.000    24954   ActiveRecord::ConnectionAdapters::ConnectionPool#connection_cache_key
  0.04      1.047     0.040     0.000     1.007    13071   ActiveRecord::Scoping::Named::ClassMethods#default_scoped
  0.04      0.426     0.040     0.000     0.386     4710   ActiveRecord::Core#init_with
  0.04      0.347     0.040     0.000     0.307     6376   ActiveRecord::ConnectionAdapters::Quoting#quoted_date
  0.04      0.171     0.040     0.000     0.132    27251   ActiveRecord::QueryMethods#joins_values
  0.04      0.043     0.039     0.000     0.004    85472   NilClass#===
  0.04     19.641     0.039     0.000    19.602     3344   ActiveRecord::Persistence#create_or_update
  0.04      2.839     0.039     0.000     2.800    65637  *Arel::Visitors::Reduce#visit
  0.04      1.001     0.039     0.000     0.962    22614   ActiveModel::Attribute::FromUser#type_cast
  0.04      0.147     0.039     0.000     0.108    13423   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime
  0.04      1.496     0.039     0.000     1.457     3504   Arel::Visitors::ToSql#visit_Arel_Nodes_SelectCore
  0.04      0.052     0.039     0.000     0.013    71240   Rails::Initializable::Initializer#after
  0.04      0.237     0.039     0.000     0.198    19448   #<Class:0x00559392367970>#deserialize
  0.04      0.039     0.039     0.000     0.000    28265   #<Class:0x0055938fd8f590>#relation
  0.04      0.217     0.038     0.000     0.179    16436   ActiveModel::Dirty#mutations_from_database
  0.04      0.038     0.038     0.000     0.000    75672   Array#[]
  0.04      0.088     0.038     0.000     0.049    32614   ActiveModel::Type::Integer#deserialize
  0.04      0.241     0.038     0.000     0.203    16726   ActiveRecord::Relation::Merger#merge_joins
  0.04      0.038     0.038     0.000     0.000    32444   ActiveRecord::QueryMethods#assert_mutability!
  0.04      0.038     0.038     0.000     0.000    13396   Float#round
  0.04      0.038     0.038     0.000     0.000     6717   PG::Result#values_without_profiling
  0.04      0.038     0.038     0.000     0.000    19618   PG::Result#fmod
  0.04      0.321     0.037     0.000     0.284     7970   ActiveRecord::QueryMethods#references!
  0.04      0.058     0.037     0.000     0.020    13423   Logger#debug?
  0.04      0.254     0.037     0.000     0.217    25830   <Class::ActiveModel::Attribute>#from_user
  0.04      0.037     0.037     0.000     0.000    13451   <Module::ActiveSupport::Dependencies>#interlock
  0.04      0.109     0.037     0.000     0.072    13430   <Class::SqlPatches>#should_measure?
  0.04      0.037     0.037     0.000     0.000    16137   <Class::ActiveRecord::Base>#default_scopes
  0.04      0.037     0.037     0.000     0.000    77514   Array#<<
  0.04      0.136     0.037     0.000     0.099     7387   ActiveRecord::ModelSchema::ClassMethods#columns_hash
  0.04      0.037     0.037     0.000     0.000    43529   ActiveModel::Attribute#has_been_read?
  0.04      0.962     0.037     0.000     0.925     9703   ActiveRecord::Associations::BelongsToAssociation#replace_keys
  0.04      0.892     0.036     0.000     0.856    20700   Arel::Visitors::ToSql#maybe_visit
  0.04      0.063     0.036     0.000     0.027    19113   ActiveSupport::HashWithIndifferentAccess#convert_key
  0.04      0.036     0.036     0.000     0.000    33126   ActiveRecord::Reflection::ThroughReflection#active_record
  0.04      0.124     0.036     0.000     0.088    20230   ActiveRecord::QueryMethods#left_outer_joins_values
  0.04      0.036     0.036     0.000     0.000     6696   PG::Result#fields
  0.04      0.301     0.036     0.000     0.266     7790   Kernel#clone
  0.04      0.036     0.036     0.000     0.000    33244   #<Class:0x0055938fd8f590>#name
  0.04      0.615     0.036     0.000     0.580    10886   Object#blank?
  0.04      0.210     0.036     0.000     0.174    21127   ActiveModel::Type::Value#deserialize
  0.04      0.053     0.036     0.000     0.018    57311   TrueClass#===
  0.04      0.230     0.035     0.000     0.194     9577   String#blank?
  0.04      0.053     0.035     0.000     0.018     6700   Arel::Collectors::Composite#value
  0.04      0.469     0.035     0.000     0.434     6694   Hash#reverse_merge
  0.04      0.035     0.035     0.000     0.000    13449   Thread::ConditionVariable#broadcast
  0.04      0.034     0.034     0.000     0.000     9912   Fixnum#inspect
  0.04      6.151     0.034     0.000     6.117     3180   ActiveRecord::Core#initialize
  0.04      0.142     0.034     0.000     0.108    16726   ActiveRecord::Relation::Merger#merge_outer_joins
  0.04      0.046     0.034     0.000     0.012    28170   ActiveRecord::Reflection::AssociationReflection#inverse_name
  0.04      0.057     0.034     0.000     0.023    40460   ActiveRecord::Relation::WhereClause#empty?
  0.04      0.250     0.034     0.000     0.216     7796   ActiveRecord::Associations::Association#initialize
  0.04      2.337     0.034     0.000     2.303     9177  *Enumerable#inject
  0.04      0.207     0.034     0.000     0.173    20054   ActiveRecord::Scoping::ScopeRegistry#raise_invalid_scope_type!
  0.04      2.666     0.033     0.000     2.633     4427  *BasicObject#instance_exec
  0.04      0.060     0.033     0.000     0.027     1275   ActiveRecord::Reflection::AbstractReflection#get_join_keys
  0.03      0.033     0.033     0.000     0.000     3543   Array#shift
  0.03      0.042     0.033     0.000     0.009    19774   Arel::Collectors::Bind#add_bind
  0.03      2.827     0.033     0.000     2.795    13396   ActiveSupport::LogSubscriber#debug
  0.03      0.743     0.032     0.000     0.711    13064   #<Class:0x00559392367970>#serialize
  0.03      0.032     0.032     0.000     0.000    19695   PG::Result#ftype
  0.03      0.090     0.032     0.000     0.058    26552   Object#acts_like?
  0.03      0.130     0.032     0.000     0.097    19808   ActiveModel::Type::DateTime#cast_value
  0.03      0.058     0.032     0.000     0.026    20370   ActiveRecord::Reflection::AbstractReflection#inverse_of
  0.03      0.159     0.032     0.000     0.127    16726   ActiveRecord::QueryMethods#reordering_value
  0.03      0.300     0.032     0.000     0.268    16387   ActiveModel::Type::Integer#serialize
  0.03      0.097     0.032     0.000     0.065     1565  *Module#class_eval
  0.03      0.045     0.032     0.000     0.013    36010   ActiveSupport::Callbacks::CallbackChain#empty?
  0.03      0.032     0.032     0.000     0.000     6361   Array#to_h
  0.03      0.098     0.031     0.000     0.067    10152   <Class::ActiveSupport::Callbacks::Filters::Environment>#new
  0.03      0.099     0.031     0.000     0.068     7790   ActiveRecord::Relation#reset
  0.03      0.902     0.031     0.000     0.870    13094   ActiveRecord::AttributeMethods#[]=
  0.03      0.031     0.031     0.000     0.000     7890   ActiveRecord::Core#init_internals
  0.03      0.045     0.031     0.000     0.014    21008   ActiveRecord::ConnectionAdapters::PostgreSQL::Quoting#quote_column_name
  0.03      0.782     0.031     0.000     0.751     8609  *Thread::Mutex#synchronize
  0.03     11.635     0.031     0.000    11.604     3516   ActiveRecord::ConnectionAdapters::QueryCache#select_all
  0.03      0.072     0.031     0.000     0.041    13430   <Class::Rack::MiniProfiler>#current
  0.03      0.185     0.030     0.000     0.155    39893   String#===
  0.03      0.030     0.030     0.000     0.000    22016   Kernel#kind_of?
  0.03      1.703     0.030     0.000     1.673    12896   ActiveRecord::Associations::Association#association_scope
  0.03      0.030     0.030     0.000     0.000     4469   Array#drop
  0.03      0.068     0.030     0.000     0.038     6717   PG::Result#values
  0.03      0.326     0.030     0.000     0.297    19920   ActiveRecord::Relation#values
  0.03      0.029     0.029     0.000     0.000    69187   ActiveModel::Attribute#initialized?
  0.03      0.029     0.029     0.000     0.000    17331   ActiveSupport::Callbacks::Filters::Environment#target
  0.03      0.101     0.029     0.000     0.071    17533   ActiveRecord::Inheritance::ClassMethods#finder_needs_type_condition?
  0.03      0.154     0.029     0.000     0.125    20228   ActiveRecord::QueryMethods#preload_values
  0.03      0.104     0.029     0.000     0.075    19677   ActiveModel::AttributeSet#key?
  0.03      0.355     0.029     0.000     0.326     9717   Hash#with_indifferent_access
  0.03      0.028     0.028     0.000     0.000    11063   NilClass#blank?
  0.03      0.028     0.028     0.000     0.000     9611   Thread::Mutex#try_lock
  0.03     23.219     0.028     0.000    23.191     3181   ActiveRecord::Validations#save!
  0.03      0.399     0.028     0.000     0.371     6450   Kernel#tap
  0.03      0.251     0.028     0.000     0.222     3180   TermlistPath#autosave_associated_records_for_termlist
  0.03      0.082     0.028     0.000     0.054     7890   ActiveRecord::Aggregations#init_internals
  0.03      0.691     0.028     0.000     0.663    13064   ActiveModel::Type::DateTime#serialize
  0.03      0.028     0.028     0.000     0.000    16726   ActiveRecord::Relation::Merger#normal_values
  0.03      0.028     0.028     0.000     0.000    13252   String#include?
  0.03      0.055     0.028     0.000     0.028     8469   Arel::Nodes::Unary#initialize
  0.03      0.027     0.027     0.000     0.000    19810   Fixnum#<=
  0.03      0.027     0.027     0.000     0.000    73553   Arel::Collectors::Bind#<<
  0.03      0.076     0.027     0.000     0.049     6524   <Class::Array>#wrap
  0.03      0.041     0.027     0.000     0.014    17982   <Class::ActiveSupport::Duration>#===
  0.03      0.027     0.027     0.000     0.000    32504   ActiveModel::Type::Helpers::TimeValue#apply_seconds_precision
  0.03      0.041     0.027     0.000     0.014    57045   FalseClass#===
  0.03      0.027     0.027     0.000     0.000    53509   Array#blank?
  0.03      0.042     0.026     0.000     0.015      802   ActiveRecord::ConnectionAdapters::PostgreSQL::Quoting#_quote
  0.03      0.026     0.026     0.000     0.000    13402   ActiveRecord::ConnectionAdapters::Quoting#types_which_need_no_typecasting
  0.03      1.156     0.026     0.000     1.129    14016   Arel::Visitors::ToSql#collect_nodes_for
  0.03      0.026     0.026     0.000     0.000     7098   Hash#clear
  0.03      0.026     0.026     0.000     0.000    36924   <Class::TermlistPath>#_reflections
  0.03     14.263     0.026     0.000    14.237     3180   ActiveRecord::Locking::Optimistic#_create_record
  0.03      0.138     0.026     0.000     0.112     3303   Hash#except
  0.03      0.090     0.026     0.000     0.064     6374   ActiveRecord::AssociationRelation#initialize
  0.03      0.026     0.026     0.000     0.000     6696   ActiveRecord::Result#initialize
  0.03      0.026     0.026     0.000     0.000    39359   ActiveRecord::Associations::Association#loaded?
  0.03      0.089     0.026     0.000     0.063     7970   ActiveRecord::QueryMethods#references_values
  0.03      0.026     0.026     0.000     0.000    59386   Fixnum#<
  0.03      0.026     0.026     0.000     0.000     3857   Module#to_s
  0.03      0.028     0.026     0.000     0.003    10152   ActiveSupport::Callbacks::CallbackChain#compile
  0.03     14.161     0.025     0.000    14.136     3180   ActiveRecord::CounterCache#_create_record
  0.03      0.043     0.025     0.000     0.017     6360   ActiveRecord::Relation::WhereClause#extract_node_value
  0.03     11.604     0.025     0.000    11.578     3516   ActiveRecord::ConnectionAdapters::DatabaseStatements#select_all
  0.03      6.945     0.025     0.000     6.920     6373   ActiveRecord::Associations::CollectionAssociation#scope
  0.03      0.285     0.025     0.000     0.260     3504   ActiveRecord::QueryMethods#build_select
  0.03      0.043     0.025     0.000     0.018    26131   ActiveRecord::Reflection::ThroughReflection#klass
